,Australia,England,New Zealand,Pakistan,West Indies,India,Sri Lanka,South Africa,Zimbabwe,Bangladesh,Ireland,Canada,Scotland,Afghanistan,Netherlands,East Africa,U.A.E.,Kenya,Namibia
2010-03-02,39,263,33,35,40,30,23,20,21,10,3,2,1,0,2,1,1,2,1
2010-03-05,39,263,33,35,40,30,23,20,21,11,3,2,1,0,2,1,1,2,1
2010-06-19,39,263,33,35,40,30,23,20,21,11,3,2,2,0,2,1,1,2,1
2010-06-22,40,263,33,35,40,30,23,20,21,11,3,2,2,0,2,1,1,2,1
2010-06-24,41,263,33,35,40,30,23,20,21,11,3,2,2,0,2,1,1,2,1
2010-06-27,42,263,33,35,40,30,23,20,21,11,3,2,2,0,2,1,1,2,1
2010-06-30,42,264,33,35,40,30,23,20,21,11,3,2,2,0,2,1,1,2,1
2010-07-03,42,265,33,35,40,30,23,20,21,11,3,2,2,0,2,1,1,2,1
2010-07-08,42,265,33,35,40,30,23,20,21,12,3,2,2,0,2,1,1,2,1
2010-07-10,42,266,33,35,40,30,23,20,21,12,3,2,2,0,2,1,1,2,1
2010-07-12,42,266,33,35,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2010-09-10,42,266,33,36,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2010-09-12,42,266,33,37,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2010-09-17,42,267,33,37,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2010-09-20,42,268,33,37,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2010-09-22,42,268,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-01-16,42,269,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-01-21,42,270,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-01-23,42,271,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-01-26,43,271,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-01-30,43,272,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-02-02,43,273,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-02-06,43,274,33,38,40,30,23,20,21,13,3,2,2,0,2,1,1,2,1
2011-02-22,43,274,33,38,40,30,23,20,21,13,3,2,2,0,3,1,1,2,1
2011-02-27,43,274,33,38,40,31,23,20,21,13,3,2,2,0,3,1,1,2,1
2011-03-02,43,275,33,38,40,31,23,20,21,13,3,2,2,0,3,1,1,2,1
2011-03-06,43,275,33,38,40,31,23,21,21,13,3,2,2,0,3,1,1,2,1
2011-03-11,43,276,33,38,40,31,23,21,21,13,3,2,2,0,3,1,1,2,1
2011-03-17,43,276,33,38,41,31,23,21,21,13,3,2,2,0,3,1,1,2,1
2011-03-26,43,277,33,38,41,31,23,21,21,13,3,2,2,0,3,1,1,2,1
2011-06-28,43,277,33,38,41,31,24,21,21,13,3,2,2,0,3,1,1,2,1
2011-07-01,43,278,33,38,41,31,24,21,21,13,3,2,2,0,3,1,1,2,1
2011-07-03,43,279,33,38,41,31,24,21,21,13,3,2,2,0,3,1,1,2,1
2011-07-06,43,279,33,38,41,31,25,21,21,13,3,2,2,0,3,1,1,2,1
2011-07-09,43,279,33,38,41,31,26,21,21,13,3,2,2,0,3,1,1,2,1
2011-08-25,43,279,33,38,41,31,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-09-03,43,280,33,38,41,31,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-09-06,43,280,33,38,41,32,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-09-09,43,280,33,38,41,33,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-09-11,43,281,33,38,41,33,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-09-16,43,281,33,38,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-10-14,43,282,33,38,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-10-17,43,283,33,38,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-10-20,43,284,33,38,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-10-23,43,285,33,38,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2011-10-25,43,286,33,38,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-02-13,43,286,33,39,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-02-15,43,286,33,40,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-02-18,43,286,33,41,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-02-21,43,286,33,42,41,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-06-16,43,286,33,42,42,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-06-19,43,286,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-06-29,44,286,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-07-01,45,286,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-07-07,46,286,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-07-10,47,286,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-08-24,47,287,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-08-28,47,288,33,42,43,34,26,21,21,13,4,2,2,0,3,1,1,2,1
2012-08-31,47,288,33,42,43,34,26,22,21,13,4,2,2,0,3,1,1,2,1
2012-09-02,47,288,33,42,43,34,26,23,21,13,4,2,2,0,3,1,1,2,1
2012-09-05,47,289,33,42,43,34,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-01-11,47,289,33,42,43,35,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-01-15,47,290,33,42,43,35,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-01-19,47,291,33,42,43,35,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-01-23,47,292,33,42,43,35,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-01-27,47,292,33,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-02-17,47,293,33,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-02-20,47,293,34,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-02-23,47,293,35,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-05-31,47,294,35,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-06-02,47,295,35,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-06-05,47,295,36,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-06-08,48,295,36,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-06-13,48,296,36,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-06-16,48,296,37,42,43,36,26,23,21,13,4,2,2,0,3,1,1,2,1
2013-06-19,48,296,37,42,43,36,26,24,21,13,4,2,2,0,3,1,1,2,1
2013-06-23,48,297,37,42,43,36,26,24,21,13,4,2,2,0,3,1,1,2,1
2013-09-03,48,297,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2013-09-08,48,298,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2013-09-11,48,299,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2013-09-14,49,299,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2013-09-16,49,300,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-01-12,49,301,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-01-17,49,302,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-01-19,49,303,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-01-24,50,303,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-01-26,50,304,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-02-28,50,305,37,42,43,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-03-02,50,305,37,42,44,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-03-05,50,305,37,42,45,36,26,24,21,13,5,2,2,0,3,1,1,2,1
2014-05-09,50,305,37,42,45,36,26,24,21,13,5,2,3,0,3,1,1,2,1
2014-05-22,50,305,37,42,45,36,27,24,21,13,5,2,3,0,3,1,1,2,1
2014-05-25,50,306,37,42,45,36,27,24,21,13,5,2,3,0,3,1,1,2,1
2014-05-28,50,306,37,42,45,36,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-05-31,50,307,37,42,45,36,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-06-03,50,308,37,42,45,36,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-08-27,50,309,37,42,45,36,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-08-30,50,310,37,42,45,36,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-09-02,50,311,37,42,45,36,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-09-05,50,311,37,42,45,37,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-11-26,50,312,37,42,45,37,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-11-29,50,313,37,42,45,37,28,24,21,13,5,2,3,0,3,1,1,2,1
2014-12-03,50,313,37,42,45,37,29,24,21,13,5,2,3,0,3,1,1,2,1
2014-12-07,50,314,37,42,45,37,29,24,21,13,5,2,3,0,3,1,1,2,1
2014-12-10,50,314,37,42,45,37,30,24,21,13,5,2,3,0,3,1,1,2,1
2014-12-13,50,315,37,42,45,37,30,24,21,13,5,2,3,0,3,1,1,2,1
2014-12-16,50,316,37,42,45,37,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-01-16,50,317,37,42,45,37,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-01-20,50,317,37,42,45,38,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-01-23,50,318,37,42,45,38,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-01-30,50,318,37,42,45,39,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-02-01,50,319,37,42,45,39,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-02-14,50,320,37,42,45,39,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-02-20,50,321,37,42,45,39,30,24,21,13,5,2,3,0,3,1,1,2,1
2015-02-23,50,321,37,42,45,39,30,24,21,13,5,2,4,0,3,1,1,2,1
2015-03-01,50,322,37,42,45,39,30,24,21,13,5,2,4,0,3,1,1,2,1
2015-03-09,50,323,37,42,45,39,30,24,21,13,5,2,4,0,3,1,1,2,1
2015-03-13,50,323,37,42,45,39,30,24,21,13,5,2,4,1,3,1,1,2,1
2015-05-08,50,323,37,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-06-09,50,323,38,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-06-12,50,324,38,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-06-14,50,325,38,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-06-17,50,325,39,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-06-20,50,325,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-09-03,50,326,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-09-05,50,327,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-09-08,51,327,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-09-11,52,327,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-09-13,52,328,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-11-11,52,329,40,42,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-11-13,52,329,40,43,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-11-17,52,329,40,44,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2015-11-20,52,329,40,45,45,39,30,24,21,13,6,2,4,1,3,1,1,2,1
2016-02-03,52,329,40,45,45,39,30,25,21,13,6,2,4,1,3,1,1,2,1
2016-02-06,52,329,40,45,45,39,30,26,21,13,6,2,4,1,3,1,1,2,1
2016-02-09,52,330,40,45,45,39,30,26,21,13,6,2,4,1,3,1,1,2,1
2016-02-12,52,331,40,45,45,39,30,26,21,13,6,2,4,1,3,1,1,2,1
2016-02-14,52,332,40,45,45,39,30,26,21,13,6,2,4,1,3,1,1,2,1
2016-06-21,52,333,40,45,45,39,30,26,21,13,6,2,4,1,3,1,1,2,1
2016-06-24,52,333,40,45,45,39,31,26,21,13,6,2,4,1,3,1,1,2,1
2016-06-26,52,334,40,45,45,39,31,26,21,13,6,2,4,1,3,1,1,2,1
2016-06-29,52,334,40,45,45,39,32,26,21,13,6,2,4,1,3,1,1,2,1
2016-07-02,52,334,40,45,45,39,33,26,21,13,6,2,4,1,3,1,1,2,1
2016-08-24,52,334,40,46,45,39,33,26,21,13,6,2,4,1,3,1,1,2,1
2016-08-27,52,334,40,47,45,39,33,26,21,13,6,2,4,1,3,1,1,2,1
2016-08-30,52,334,40,48,45,39,33,26,21,13,6,2,4,1,3,1,1,2,1
2016-09-01,52,334,40,49,45,39,33,26,21,13,6,2,4,1,3,1,1,2,1
2016-09-04,52,335,40,49,45,39,33,26,21,13,6,2,4,1,3,1,1,2,1
2016-10-07,52,335,40,49,45,39,33,26,21,14,6,2,4,1,3,1,1,2,1
2016-10-09,52,336,40,49,45,39,33,26,21,14,6,2,4,1,3,1,1,2,1
2016-10-12,52,336,40,49,45,39,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-01-15,52,337,40,49,45,39,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-01-19,52,338,40,49,45,39,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-01-22,52,338,40,49,45,40,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-03-03,52,338,40,49,46,40,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-03-05,52,338,40,49,47,40,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-03-09,52,338,40,49,48,40,33,26,21,15,6,2,4,1,3,1,1,2,1
2017-05-05,52,338,40,49,48,40,33,26,21,15,7,2,4,1,3,1,1,2,1
2017-05-07,52,338,40,49,48,40,33,26,21,15,8,2,4,1,3,1,1,2,1
2017-05-24,52,338,40,49,48,40,33,27,21,15,8,2,4,1,3,1,1,2,1
2017-05-27,52,338,40,49,48,40,33,28,21,15,8,2,4,1,3,1,1,2,1
2017-05-29,52,339,40,49,48,40,33,28,21,15,8,2,4,1,3,1,1,2,1
2017-06-01,52,339,40,49,48,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-06-06,52,339,41,49,48,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-06-10,53,339,41,49,48,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-06-14,53,340,41,49,48,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-09-19,53,340,41,49,49,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-09-21,53,341,41,49,49,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-09-24,53,341,41,49,50,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-09-27,53,341,41,49,51,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2017-09-29,53,341,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-01-14,54,341,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-01-19,55,341,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-01-21,56,341,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-01-26,56,342,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-01-28,57,342,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-02-25,57,343,41,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-02-28,57,343,42,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-03-03,57,343,43,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-03-07,57,344,43,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-03-10,57,344,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-06-10,57,345,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-06-13,58,345,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-06-16,59,345,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-06-19,60,345,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-06-21,61,345,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-06-24,62,345,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-07-12,62,346,44,49,52,40,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-07-14,62,346,44,49,52,41,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-07-17,62,346,44,49,52,42,33,28,21,16,8,2,4,1,3,1,1,2,1
2018-10-10,62,346,44,49,52,42,34,28,21,16,8,2,4,1,3,1,1,2,1
2018-10-13,62,346,44,49,52,42,35,28,21,16,8,2,4,1,3,1,1,2,1
2018-10-17,62,346,44,49,52,42,36,28,21,16,8,2,4,1,3,1,1,2,1
2018-10-20,62,346,44,49,52,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2018-10-23,62,347,44,49,52,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2019-02-20,62,347,44,49,53,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2019-02-22,62,348,44,49,53,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2019-02-25,62,348,44,49,54,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2019-02-27,62,348,44,49,55,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2019-03-02,62,349,44,49,55,42,37,28,21,16,8,2,4,1,3,1,1,2,1
2019-05-03,62,349,44,49,55,42,37,28,21,16,9,2,4,1,3,1,1,2,1
2019-05-08,62,350,44,49,55,42,37,28,21,16,9,2,4,1,3,1,1,2,1
2019-05-11,62,350,44,50,55,42,37,28,21,16,9,2,4,1,3,1,1,2,1
2019-05-14,62,350,44,51,55,42,37,28,21,16,9,2,4,1,3,1,1,2,1
2019-05-17,62,350,44,52,55,42,37,28,21,16,9,2,4,1,3,1,1,2,1
2019-05-19,62,350,44,53,55,42,37,28,21,16,9,2,4,1,3,1,1,2,1
2019-05-30,62,350,44,53,55,42,37,29,21,16,9,2,4,1,3,1,1,2,1
2019-06-03,62,351,44,53,55,42,37,29,21,16,9,2,4,1,3,1,1,2,1
2019-06-08,62,351,44,53,55,42,37,29,21,17,9,2,4,1,3,1,1,2,1
2019-06-14,62,351,44,53,56,42,37,29,21,17,9,2,4,1,3,1,1,2,1
2019-06-18,62,351,44,53,56,42,37,29,21,17,9,2,4,2,3,1,1,2,1
2019-06-21,62,352,44,53,56,42,37,29,21,17,9,2,4,2,3,1,1,2,1
2019-06-25,62,353,44,53,56,42,37,29,21,17,9,2,4,2,3,1,1,2,1
2019-06-30,62,353,44,53,56,43,37,29,21,17,9,2,4,2,3,1,1,2,1
2019-07-03,62,353,45,53,56,43,37,29,21,17,9,2,4,2,3,1,1,2,1
2019-07-11,63,353,45,53,56,43,37,29,21,17,9,2,4,2,3,1,1,2,1
2019-07-14,63,354,45,53,56,43,37,29,21,17,9,2,4,2,3,1,1,2,1
2020-02-04,63,355,45,53,56,43,37,29,21,17,9,2,4,2,3,1,1,2,1
2020-02-07,63,355,45,53,56,43,37,30,21,17,9,2,4,2,3,1,1,2,1
2020-02-09,63,355,45,53,56,43,37,31,21,17,9,2,4,2,3,1,1,2,1
2020-07-30,63,355,45,53,56,43,37,31,21,17,10,2,4,2,3,1,1,2,1
2020-08-01,63,355,45,53,56,43,37,31,21,17,11,2,4,2,3,1,1,2,1
2020-08-04,63,356,45,53,56,43,37,31,21,17,11,2,4,2,3,1,1,2,1
2020-09-11,63,357,45,53,56,43,37,31,21,17,11,2,4,2,3,1,1,2,1
2020-09-13,64,357,45,53,56,43,37,31,21,17,11,2,4,2,3,1,1,2,1
2020-09-16,64,358,45,53,56,43,37,31,21,17,11,2,4,2,3,1,1,2,1
2021-03-23,64,359,45,53,56,43,37,31,21,17,11,2,4,2,3,1,1,2,1
2021-03-26,64,359,45,53,56,44,37,31,21,17,11,2,4,2,3,1,1,2,1
2021-03-28,64,360,45,53,56,44,37,31,21,17,11,2,4,2,3,1,1,2,1
2021-06-29,64,360,45,53,56,44,38,31,21,17,11,2,4,2,3,1,1,2,1
2021-07-01,64,360,45,53,56,44,39,31,21,17,11,2,4,2,3,1,1,2,1
2021-07-04,64,361,45,53,56,44,39,31,21,17,11,2,4,2,3,1,1,2,1
2021-07-08,64,361,45,54,56,44,39,31,21,17,11,2,4,2,3,1,1,2,1
2021-07-10,64,361,45,55,56,44,39,31,21,17,11,2,4,2,3,1,1,2,1
2021-07-13,64,361,45,56,56,44,39,31,21,17,11,2,4,2,3,1,1,2,1
2022-06-17,64,361,45,56,56,44,39,31,21,17,11,2,4,2,4,1,1,2,1
2022-06-19,64,361,45,56,56,44,39,31,21,17,11,2,4,2,5,1,1,2,1
2022-06-22,64,361,45,56,56,44,39,31,21,17,11,2,4,2,6,1,1,2,1
2022-07-12,64,362,45,56,56,44,39,31,21,17,11,2,4,2,6,1,1,2,1
2022-07-14,64,362,45,56,56,45,39,31,21,17,11,2,4,2,6,1,1,2,1
2022-07-17,64,363,45,56,56,45,39,31,21,17,11,2,4,2,6,1,1,2,1
2022-07-19,64,364,45,56,56,45,39,31,21,17,11,2,4,2,6,1,1,2,1
2022-07-22,64,364,45,56,56,45,39,32,21,17,11,2,4,2,6,1,1,2,1
2022-07-24,64,365,45,56,56,45,39,32,21,17,11,2,4,2,6,1,1,2,1
2022-11-17,64,366,45,56,56,45,39,32,21,17,11,2,4,2,6,1,1,2,1
2022-11-19,64,367,45,56,56,45,39,32,21,17,11,2,4,2,6,1,1,2,1
2022-11-22,64,368,45,56,56,45,39,32,21,17,11,2,4,2,6,1,1,2,1
